tweet_id,retweet_count,favorite_count
827324948884643840,3006,15731
827199976799354881,2200,10503
826958653328592898,4936,21413
826848821049180160,10046,36021
826615380357632002,3949,0
826598799820865537,249,5079
826598365270007810,2317,9953
826476773533745153,4149,18258
826240494070030336,2585,13188
826204788643753985,914,4843
826115272272650244,3072,15542
825876512159186944,1847,10403
825829644528148480,2468,12657
825535076884762624,17421,56474
825147591692263424,4498,18176
825120256414846976,1242,0
825026590719483904,1242,6256
824796380199809024,5458,0
824775126675836928,3483,14803
824663926340194305,1760,10457
824325613288833024,10472,11753
824297048279236611,3822,14962
824025158776213504,596,4799
823939628516474880,2686,10561
823719002937630720,11102,0
823699002998870016,2502,13897
823581115634085888,2607,12951
823333489516937216,24,699
823322678127919110,3989,15642
823269594223824897,9815,0
822975315408461824,3418,17228
822872901745569793,42897,130826
822859134160621569,2261,13178
822647212903690241,6372,0
822610361945911296,2936,14724
822489057087389700,6372,18056
822462944365645825,14183,27821
822244816520155136,9815,34794
822163064745328640,4732,0
821886076407029760,2287,11275
821813639212650496,3353,0
821765923262631936,1649,8368
821522889702862852,1750,8001
821421320206483457,5547,0
821407182352777218,4315,11709
821153421864615936,10,254
821149554670182400,1964,8601
821107785811234820,2126,9557
821044531881721856,2265,12617
820837357901512704,6691,0
820749716845686786,9819,31410
820690176645140481,3213,12182
820494788566847489,563,0
820446719150292993,2557,0
820314633777061888,563,3337
820078625395449857,6250,19746
820013781606658049,1172,0
819952236453363712,1172,5313
819924195358416896,4863,12871
819711362133872643,3096,13336
819588359383371776,1980,9623
819347104292290561,1202,7196
819238181065359361,406,2262
819227688460238848,6691,23007
819015337530290176,36750,0
819015331746349057,18920,0
819006400881917954,18920,45175
819004803107983360,36750,86688
818646164899774465,20904,0
818627210458333184,7518,22341
818614493328580609,2543,9807
818588835076603904,6102,0
818536468981415936,2445,10864
818307523543449600,8038,0
818259473185828864,2253,10984
818145370475810820,2563,12236
817908911860748288,801,4844
817827839487737858,26985,51523
817777686764523521,2678,10727
817536400337801217,2949,11743
817502432452313088,3377,0
817423860136083457,14654,33748
817415592588222464,941,5584
817181837579653120,8445,0
817171292965273600,2017,8745
817120970343411712,2587,12199
817056546584727552,1638,8570
816829038950027264,4707,0
816816676327063552,2036,9988
816697700272001025,2181,9766
816450570814898180,8038,30364
816336735214911488,1942,8586
816091915477250048,2133,8926
816062466425819140,1013,0
816014286006976512,5254,0
815990720817401858,1013,4945
815966073409433600,8445,22374
815745968457060357,4120,0
815736392542261248,2258,9843
815639385530101762,1650,8219
815390420867969024,3806,10343
814986499976527872,1278,7655
814638523311648768,2692,11272
814578408554463233,5833,0
814530161257443328,1862,8638
814153002265309185,8670,28754
813944609378369540,3184,0
813910438903693312,1866,9300
813812741911748608,13972,36392
813800681631023104,1759,8326
813217897535406080,7290,18638
813202720496779264,1817,9235
813187593374461952,4354,19856
813172488309972993,1927,9262
813157409116065792,2218,7774
813142292504645637,2388,8489
813130366689148928,450,4474
813127251579564032,3138,11831
813112105746448384,2738,10301
813096984823349248,3637,10582
813081950185472002,2793,9894
813066809284972545,1960,7944
813051746834595840,7373,20984
812781120811126785,1909,7581
812709060537683968,1437,6623
812503143955202048,1220,6069
812466873996607488,1940,7969
812372279581671427,3662,13662
811985624773361665,1404,7276
811744202451197953,1594,7549
811647686436880384,745,5616
811627233043480576,3085,12786
811386762094317568,6404,20951
810984652412424192,1447,5336
810896069567610880,1775,9010
810657578271330305,2652,10982
810284430598270976,11285,35260
810254108431155201,3385,14711
809920764300447744,3949,15586
809808892968534016,4897,0
809448704142938112,1472,6957
809220051211603969,5614,19956
809084759137812480,3540,13248
808838249661788160,3045,10146
808733504066486276,2170,7912
808501579447930884,2603,11351
808344865868283904,20904,42683
808134635716833280,5932,0
808106460588765185,2218,8825
808001312164028416,3553,12559
807621403335917568,3623,14617
807106840509214720,55472,118469
807059379405148160,7361,0
807010152071229440,3874,13115
806629075125202948,34705,74794
806620845233815552,5548,0
806576416489959424,1963,4912
806542213899489280,2366,10243
806242860592926720,11642,0
806219024703037440,1198,6457
805958939288408065,5386,0
805932879469572096,1929,8305
805826884734976000,1827,6577
805823200554876929,8027,0
805520635690676224,1663,5774
805487436403003392,2534,8811
805207613751304193,1726,7857
804738756058218496,3825,13744
804475857670639616,2016,6143
804413760345620481,3248,0
804026241225523202,16169,44551
803773340896923648,2755,10090
803692223237865472,7453,0
803638050916102144,4160,10976
803380650405482500,1880,7786
803321560782307329,5341,0
803276597545603072,2463,10061
802952499103731712,2005,9038
802624713319034886,2924,0
802600418706604034,1475,7126
802572683846291456,2515,8962
802323869084381190,5844,16233
802265048156610565,1380,6776
802239329049477120,2633,9105
802185808107208704,274,0
801958328846974976,1726,7783
801854953262350336,237,1793
801538201127157760,2076,8254
801285448605831168,820,6063
801167903437357056,5930,24516
801127390143516673,3972,0
801115127852503040,2111,8096
800859414831898624,98,691
800855607700029440,1618,0
800751577355128832,2809,10605
800513324630806528,2997,13176
800459316964663297,2184,9542
800443802682937345,4340,0
800388270626521089,2820,11183
800188575492947969,3960,0
800141422401830912,2557,15329
800018252395122689,13207,28449
799774291445383169,4706,0
799757965289017345,2176,8419
799422933579902976,1938,8104
799308762079035393,5487,0
799297110730567681,2772,9912
799063482566066176,2486,8102
798933969379225600,4476,13123
798925684722855936,1444,7534
798705661114773508,6661,0
798701998996647937,7802,0
798697898615730177,6552,0
798694562394996736,4968,0
798686750113755136,2346,0
798682547630837760,4752,0
798673117451325440,5579,0
798665375516884993,3921,0
798644042770751489,1866,0
798628517273620480,1989,0
798585098161549313,5703,0
798576900688019456,5855,0
798340744599797760,3345,0
798209839306514432,2572,10446
797971864723324932,3112,11620
797545162159308800,4889,14591
797236660651966464,6602,20021
797165961484890113,26,225
796904159865868288,8952,0
796865951799083009,1933,7705
796759840936919040,3039,11870
796563435802726400,7285,0
796484825502875648,1763,7599
796387464403357696,4154,11044
796177847564038144,14325,0
796149749086875649,14325,32314
796125600683540480,1812,4981
796116448414461957,2419,9119
796080075804475393,2317,8472
796031486298386433,3728,10822
795464331001561088,23640,49734
795400264262053889,2881,10084
795076730285391872,5458,16242
794983741416415232,3383,0
794926597468000259,2313,10271
794355576146903043,10307,0
794332329137291264,2692,9618
794205286408003585,3328,9250
793962221541933056,4897,16876
793845145112371200,1870,9248
793614319594401792,3145,0
793601777308463104,1627,8000
793500921481273345,2378,10697
793286476301799424,9190,24670
793271401113350145,2401,8717
793256262322548741,8368,20030
793241302385262592,3304,10530
793226087023144960,2894,9858
793210959003287553,2805,8944
793195938047070209,5646,15307
793180763617361921,2008,6953
793165685325201412,2797,9410
793150605191548928,1710,6191
793135492858580992,2506,6425
793120401413079041,3935,12685
792913359805018113,3999,14360
792883833364439040,4286,11319
792773781206999040,1684,7373
792394556390137856,4307,13471
792050063153438720,1804,7172
791821351946420224,21153,0
791784077045166082,9594,0
791780927877898241,3832,0
791774931465953280,22250,45232
791672322847637504,3145,11776
791406955684368384,4120,13172
791312159183634433,2540,8807
791026214425268224,4104,0
790987426131050500,2140,9851
790946055508652032,4707,16680
790723298204217344,2318,0
790698755171364864,1931,8240
790581949425475584,7152,20695
790337589677002753,1886,7839
790277117346975746,3184,12590
790227638568808452,3568,0
789986466051088384,2318,9262
789960241177853952,4131,0
789903600034189313,4148,10375
789628658055020548,1774,7516
789599242079838210,1933,6773
789530877013393408,3383,11744
789314372632018944,2304,8678
789280767834746880,4938,0
789268448748703744,2619,9142
789137962068021249,2796,9740
788908386943430656,12505,27487
788765914992902144,10302,27377
788552643979468800,7187,0
788412144018661376,5273,15580
788178268662984705,2101,7247
788150585577050112,1288,6134
788070120937619456,3436,0
788039637453406209,1316,6139
787810552592695296,3057,8619
787717603741622272,2782,10279
787397959788929025,2852,10891
787322443945877504,1746,7788
787111942498508800,6766,0
786963064373534720,7987,26670
786729988674449408,2427,0
786709082849828864,6130,18241
786664955043049472,2555,10603
786595970293370880,3131,9450
786363235746385920,3504,10905
786286427768250368,2843,7971
786233965241827333,4732,15262
786051337297522688,155,1420
786036967502913536,7008,0
785927819176054784,3188,11391
785872687017132033,1812,6695
785639753186217984,2244,7858
785533386513321988,2002,9119
785515384317313025,1260,6129
785264754247995392,1624,7267
785170936622350336,4831,12032
784826020293709826,3248,10108
784517518371221505,2537,8965
784431430411685888,1271,5707
784183165795655680,8027,20068
784057939640352768,11102,29754
783839966405230592,10770,29996
783821107061198850,1973,7354
783695101801398276,3207,10469
783466772167098368,2241,8450
783391753726550016,5466,16886
783347506784731136,5530,0
783334639985389568,11642,29133
783085703974514689,2200,8155
782969140009107456,7361,24075
782747134529531904,1407,7455
782722598790725632,5386,17249
782598640137187329,1873,7785
782305867769217024,5547,16608
782021823840026624,6189,0
781955203444699136,3363,11104
781661882474196992,2709,10407
781655249211752448,1129,3981
781524693396357120,5548,20721
781308096455073793,2551,7136
781251288990355457,2077,8427
781163403222056960,2746,9791
780931614150983680,7285,21581
780858289093574656,2000,7173
780800785462489090,1298,5473
780601303617732608,3353,12078
780543529827336192,1743,6283
780496263422808064,3672,0
780476555013349377,112,0
780459368902959104,1078,5281
780192070812196864,2233,8695
780092040432480260,2291,0
780074436359819264,4942,12143
779834332596887552,7008,18837
779377524342161408,3105,8778
779124354206535695,18198,0
779056095788752897,4523,14701
778990705243029504,7166,19887
778774459159379968,9838,0
778764940568104960,361,866
778748913645780993,1304,6865
778650543019483137,1492,5748
778624900596654080,1009,4625
778408200802557953,4306,13582
778396591732486144,12160,0
778383385161035776,1100,5806
778286810187399168,3273,10327
778039087836069888,2631,8470
778027034220126208,1602,6518
777953400541634568,3506,0
777885040357281792,1624,6325
777684233540206592,2924,11192
777641927919427584,4210,0
777621514455814149,2494,8701
777189768882946048,4287,14214
776819012571455488,13596,0
776813020089548800,1204,4859
776477788987613185,2758,8782
776249906839351296,9065,0
776218204058357768,15756,29747
776201521193218049,2508,9579
776113305656188928,4340,11699
776088319444877312,151,1830
775898661951791106,16423,0
775842724423557120,2640,11658
775733305207554048,3972,13815
775729183532220416,4574,12928
775364825476165632,2943,7357
775350846108426240,3884,10111
775085132600442880,4706,15470
774757898236878852,1780,8566
774639387460112384,1721,6704
774314403806253056,5487,21638
773985732834758656,3829,10673
773922284943896577,1742,6363
773704687002451968,1617,6567
773670353721753600,1306,5334
773547596996571136,6102,21983
773336787167145985,5030,0
773308824254029826,7427,23172
773247561583001600,3237,9406
773191612633579521,4095,9927
772877495989305348,3843,8509
772826264096874500,2332,7997
772615324260794368,3356,0
772581559778025472,1692,6437
772193107915964416,1381,6006
772152991789019136,1124,3780
772117678702071809,736,3757
772114945936949249,466,2711
772102971039580160,938,3970
771908950375665664,1886,6532
771770456517009408,3345,11926
771500966810099713,2595,8206
771380798096281600,5030,10398
771171053431250945,7392,0
771136648247640064,2902,9094
771102124360998913,1429,6202
771014301343748096,1642,6825
770787852854652928,1193,4900
770772759874076672,1408,5135
770655142660169732,1756,7275
770414278348247044,2083,6292
770293558247038976,1458,6189
770093767776997377,3028,0
770069151037685760,2278,7541
769940425801170949,9472,31090
769695466921623552,1674,6370
769335591808995329,7663,0
769212283578875904,1702,5351
768970937022709760,6449,14234
768909767477751808,2645,0
768855141948723200,879,4158
768609597686943744,1189,4086
768596291618299904,1273,5002
768554158521745409,5790,0
768473857036525572,3391,13529
768193404517830656,3506,10788
767884188863397888,1370,4714
767754930266464257,5341,15875
767500508068192258,2322,7451
767191397493538821,3723,12222
767122157629476866,2831,10106
766864461642756096,5579,0
766793450729734144,1344,5023
766714921925144576,375,2592
766693177336135680,786,3979
766423258543644672,1566,5951
766313316352462849,1874,6740
766078092750233600,2591,0
766069199026450432,846,4190
766008592277377025,493,3708
765719909049503744,2135,7170
765669560888528897,1216,5146
765395769549590528,3352,26418
765371061932261376,2143,7007
765222098633691136,3356,11530
764857477905154048,1762,6406
764259802650378240,1488,5959
763956972077010945,54,755
763837565564780549,4104,12453
763183847194451968,1451,5325
763167063695355904,2969,0
763103485927849985,2274,7304
762699858130116608,3568,12004
762471784394268675,6341,11111
762464539388485633,4131,10183
762316489655476224,1109,4754
762035686371364864,15384,31544
761976711479193600,1987,5347
761750502866649088,3859,0
761745352076779520,854,4233
761672994376806400,28746,48972
761599872357261312,1179,4089
761371037149827077,17873,0
761334018830917632,1437,5138
761292947749015552,1073,4437
761227390836215808,1547,5272
761004547850530816,3436,11201
760893934457552897,961,3776
760656994973933572,1886,6520
760641137271070720,1280,4926
760539183865880579,3576,7488
760521673607086080,1372,4169
760290219849637889,11336,26518
760252756032651264,861,3918
760190180481531904,1777,5639
760153949710192640,30,0
759943073749200896,2052,5876
759923798737051648,5579,14534
759846353224826880,1941,6668
759793422261743616,1882,5890
759557299618865152,1172,4639
759447681597108224,2427,8381
759446261539934208,479,1655
759197388317847553,1920,6010
759159934323924993,1139,0
759099523532779520,4108,14345
759047813560868866,1982,6415
758854675097526272,885,3508
758828659922702336,3789,11096
758740312047005698,1598,5682
758474966123810816,988,3759
758467244762497024,2182,4732
758405701903519748,1880,5151
758355060040593408,1050,3359
758099635764359168,9838,18858
758041019896193024,369,2665
757741869644341248,3206,6800
757729163776290825,7789,0
757725642876129280,1194,4489
757611664640446465,1092,4521
757597904299253760,297,0
757596066325864448,1038,4281
757400162377592832,6748,14946
757393109802180609,1712,5743
757354760399941633,1402,4468
756998049151549440,1961,6204
756939218950160384,1978,6561
756651752796094464,1280,4978
756526248105566208,3522,10297
756303284449767430,1089,3882
756288534030475264,17449,43496
756275833623502848,1508,6324
755955933503782912,2835,7226
755206590534418437,5285,16231
755110668769038337,10932,20928
754874841593970688,7780,0
754856583969079297,2477,6828
754747087846248448,513,2557
754482103782404096,1923,5228
754449512966619136,723,3698
754120377874386944,2323,7795
753655901052166144,2139,5767
753420520834629632,3503,7797
753398408988139520,1873,5680
753375668877008896,2291,7540
753298634498793472,5605,0
753294487569522689,1023,3322
753039830821511168,20547,36638
753026973505581056,945,3878
752932432744185856,6766,12462
752917284578922496,1552,6859
752701944171524096,2814,0
752682090207055872,1569,5933
752660715232722944,1533,4328
752568224206688256,2241,5420
752519690950500352,3390,7273
752334515931054080,1076,3772
752309394570878976,15986,0
752173152931807232,1804,5876
751950017322246144,897,3031
751937170840121344,1304,5121
751830394383790080,1915,5729
751793661361422336,2855,5744
751598357617971201,2999,7815
751583847268179968,1081,4327
751538714308972544,1240,4967
751456908746354688,985,3167
751251247299190784,5778,12331
751205363882532864,1783,6240
751132876104687617,1282,4994
750868782890057730,1341,4709
750719632563142656,4938,12970
750506206503038976,1127,4385
750429297815552001,4210,12979
750383411068534784,1131,4501
750381685133418496,27,684
750147208377409536,940,3055
750132105863102464,1270,3561
750117059602808832,1288,4272
750101899009982464,827,3003
750086836815486976,524,2138
750071704093859840,3259,7726
750056684286914561,882,3119
750041628174217216,603,3125
750026558547456000,772,2686
750011400160841729,893,3204
749996283729883136,801,3024
749981277374128128,2422,5048
749774190421639168,1301,4601
749417653287129088,1619,6022
749403093750648834,525,2577
749395845976588288,3376,8442
749317047558017024,2198,5414
749075273010798592,2043,5670
749064354620928000,1500,4732
749036806121881602,782,3046
748977405889503236,3338,10598
748932637671223296,2206,5717
748705597323898880,935,2726
748699167502000129,1554,4670
748692773788876800,1309,4181
748575535303884801,1944,5965
748568946752774144,661,2167
748346686624440324,1213,5137
748337862848962560,4023,7501
748324050481647620,742,3632
748307329658011649,700,3614
748220828303695873,7631,13908
747963614829678593,2098,5690
747933425676525569,2495,6500
747885874273214464,949,2888
747844099428986880,731,2771
747816857231626240,1140,4768
747651430853525504,152,1363
747648653817413632,5740,12683
747600769478692864,548,2290
747594051852075008,1039,3616
747512671126323200,1582,5439
747461612269887489,1024,3811
747439450712596480,1876,5331
747242308580548608,2856,0
747219827526344708,1537,5172
747204161125646336,900,3311
747103485104099331,3885,9404
746906459439529985,291,2849
746872823977771008,2091,5886
746818907684614144,1707,5234
746790600704425984,1569,4779
746757706116112384,3832,9403
746726898085036033,1756,5940
746542875601690625,1842,4947
746521445350707200,966,0
746507379341139972,1066,4580
746369468511756288,1601,6075
746131877086527488,2148,6789
746056683365994496,800,3503
745789745784041472,1044,3956
745712589599014916,2282,6883
745433870967832576,2486,6950
745422732645535745,2379,8429
745314880350101504,2699,7046
745074613265149952,3402,7686
745057283344719872,2200,7134
744995568523612160,600,2925
744971049620602880,2633,7739
744709971296780288,1532,5496
744334592493166593,2064,6655
744234799360020481,76104,153494
744223424764059648,355,1630
743980027717509120,1072,4094
743895849529389061,948,3586
743835915802583040,2024,0
743609206067040256,1354,4389
743595368194129920,6380,17994
743545585370791937,921,3461
743510151680958465,3657,7770
743253157753532416,1196,4139
743222593470234624,1869,6073
743210557239623680,1334,3770
742534281772302336,3491,6929
742528092657332225,1924,4335
742465774154047488,3836,7115
742423170473463808,3672,9618
742385895052087300,1917,6673
742161199639494656,1337,4236
742150209887731712,1514,5008
741793263812808706,1478,4450
741743634094141440,2683,8009
741438259667034112,804,3611
741303864243200000,3131,8607
741099773336379392,5388,9781
741067306818797568,3028,9339
740995100998766593,2665,6233
740711788199743490,913,3334
740699697422163968,759,2793
740676976021798912,6661,17797
740373189193256964,13028,34324
740365076218183684,421,2409
740359016048689152,846,3229
740214038584557568,1920,6557
739979191639244800,5790,19518
739932936087216128,1054,3973
739844404073074688,839,3727
739623569819336705,1329,3684
739606147276148736,1613,5276
739544079319588864,20725,38654
739485634323156992,2857,7007
739238157791694849,56609,113417
738891149612572673,6,106
738885046782832640,1115,3693
738883359779196928,770,3233
738537504001953792,1493,4975
738402415918125056,810,3185
738184450748633089,1187,4228
738166403467907072,3268,8581
738156290900254721,625,2446
737826014890496000,1723,5148
737800304142471168,3377,9765
737678689543020544,1279,4934
737445876994609152,4338,10026
737322739594330112,791,3525
737310737551491075,7236,14333
736736130620620800,1685,4151
736392552031657984,7187,17303
736365877722001409,1208,3876
736225175608430592,2713,7923
736010884653420544,2901,7711
735991953473572864,1117,3508
735648611367784448,1077,3947
735635087207878657,2287,6023
735274964362878976,4889,12730
735256018284875776,855,3252
735137028879360001,949,3061
734912297295085568,513,2687
734787690684657664,6133,12228
734776360183431168,523,2448
734559631394082816,385,1451
733828123016450049,759,3495
733822306246479872,997,3579
733482008106668032,921,3063
733460102733135873,1246,4086
733109485275860992,16423,49091
732732193018155009,522,2373
732726085725589504,868,3471
732585889486888962,760,3584
732375214819057664,2445,7898
732005617171337216,5254,14541
731285275100512256,973,3410
